2022-02-01 11:12:36.072565400;WSAMZN-VF63K6L6;loading Change Action;Import KO;Change Action;-;-;400;-;Attribute DB Name is not an attribute of the XP_VPMReference_Ext type
2022-02-01 11:12:36.130561100;WSAMZN-VF63K6L6;loading Change Action;Import KO;Change Action;-;-;400;-;Attribute DB Name is not an attribute of the XP_VPMReference_Ext type
